CLAVE MONITOREO,CLAVE SITIO,NOMBRE DEL SITIO,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD,FECHA,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
DLAGU49-090717,DLAGU49,POZO TAPIAS VIEJAS,104,VENADERO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VENADERO,SUBTERRÁNEO,POZO,21.85116,-102.53558,2017-07-12,177.67,393.0,92.097,252.0,0.025,0.0015,1.4393,211.0,1.402067,0.01,0.003,0.005,0.0005,0.005
DLAGU49-110318,DLAGU49,POZO TAPIAS VIEJAS,104,VENADERO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VENADERO,SUBTERRÁNEO,POZO,21.85116,-102.53558,2018-03-07,175.68,482.4,93.6384,256.0,0.025,0.0015,1.66,10.0,1.408702,0.01,0.003,0.005,0.0005,0.005
DLAGU49-021218,DLAGU49,POZO TAPIAS VIEJAS,104,VENADERO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VENADERO,SUBTERRÁNEO,POZO,21.85116,-102.53558,2018-11-26,191.84,415.0,96.8044,252.0,0.0343,0.0038,1.7406,10.0,1.589961,0.01,0.003,0.005,0.0005,0.005
DLAGU49-160619,DLAGU49,POZO TAPIAS VIEJAS,104,VENADERO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VENADERO,SUBTERRÁNEO,POZO,21.85116,-102.53558,2019-06-12,178.69,363.0,88.3785,254.0,0.8367,0.0031,1.7047,10.0,2.158308,0.0194,0.003,0.005,0.0005,0.005
DLAGU49-260720,DLAGU49,POZO TAPIAS VIEJAS,104,VENADERO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VENADERO,SUBTERRÁNEO,POZO,21.85116,-102.53558,2020-07-29,190.75,369.0,91.034,267.0,0.025,0.0015,1.6619,10.0,1.69327,0.01,0.003,0.005,0.0005,0.005
DLAGU49-050921,DLAGU49,POZO TAPIAS VIEJAS,104,VENADERO,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VENADERO,SUBTERRÁNEO,POZO,21.85116,-102.53558,2021-09-02,176.3,311.0,92.0,255.4,0.025,0.0015,1.6536,10.0,1.841724,0.01,0.003,0.005,0.0005,0.005
DLAGU5-270714,DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.09141,-102.06644,2014-09-08,198.8,608.0,127.6,352.0,0.025,0.0015,1.053,10.0,1.524,0.01,0.003,0.005,0.0005,0.005
DLAGU5-130915,DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.09141,-102.06644,2015-09-17,193.32,601.0,107.42,380.0,0.0557,0.0015,1.051116,10.0,1.851627,0.01,0.003,0.0138,0.0005,0.005
DLAGU5-210216,DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.09141,-102.06644,2016-02-19,208.95,512.0,133.12,392.0,0.10895,0.0015,1.07233,1.0,1.852632,0.01,0.003,0.005,0.0005,0.005
DLAGU5-110318,DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.09141,-102.06644,2018-03-08,177.6,442.0,95.5892,330.0,0.05659,0.00271,1.2579,10.0,0.793136,0.01,0.003,0.005,0.0005,0.005
DLAGU5-021218,DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.09141,-102.06644,2018-11-28,223.45,542.0,144.2188,388.0,0.025,0.0015,0.9588,10.0,1.570777,0.01,0.003,0.005,0.0005,0.005
DLAGU5-160619,DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.09141,-102.06644,2019-06-11,196.88,573.0,117.6823,360.0,0.025,0.0015,1.3094,10.0,2.095791,0.01,0.003,0.005,0.0005,0.005
DLAGU5-260720,DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.09141,-102.06644,2020-07-23,198.38,539.0,110.824,372.0,0.025,0.0015,1.1364,10.0,1.893787,0.01,0.003,0.005,0.0005,0.005
DLAGU50M1-270714,DLAGU50M1,POZO GRACIAS A DIOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.92859,-102.48305,2014-07-22,151.6,363.0,70.0,274.0,0.025,0.0183,3.343,86.0,1.438,0.01,0.003,0.005,0.0005,0.005
DLAGU50M1-190415,DLAGU50M1,POZO GRACIAS A DIOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.92859,-102.48305,2015-04-22,137.5,368.0,73.68,260.0,0.106,0.0164,2.949817,1.0,1.2824,0.01,0.003,0.005,0.0005,0.005
DLAGU50M1-140216,DLAGU50M1,POZO GRACIAS A DIOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.92859,-102.48305,2016-02-10,161.81,346.0,67.8,256.0,0.025,0.00772,3.362426,1.0,1.034131,0.01,0.003,0.005,0.0005,0.005
DLAGU50M1-110318,DLAGU50M1,POZO GRACIAS A DIOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.92859,-102.48305,2018-03-07,150.72,377.0,58.524,228.0,0.025,0.00295,4.4155,10.0,0.87281,0.01,0.003,0.005,0.0005,0.005
DLAGU50M1-021218,DLAGU50M1,POZO GRACIAS A DIOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.92859,-102.48305,2018-11-30,173.31,326.0,57.246,268.0,0.04269,0.00887,4.1956,10.0,0.928094,0.01,0.003,0.005,0.0005,0.005
DLAGU50M1-271019,DLAGU50M1,POZO GRACIAS A DIOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.92859,-102.48305,2019-10-26,145.8,353.0,58.3252,258.0,0.0643,0.0109,4.108,10.0,0.817982,0.01,0.003,0.005,0.0005,0.005
DLAGU50M1-260720,DLAGU50M1,POZO GRACIAS A DIOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.92859,-102.48305,2020-07-29,158.05,740.0,51.454,262.4,0.0415,0.0164,4.2928,10.0,0.948563,0.01,0.003,0.005,0.0005,0.005
DLAGU5566-100319,DLAGU5566,POZO ASIENTOS 1,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.2477222222,-102.0881388889,2019-03-04,118.25,755.0,105.8304,238.0,0.025,0.0015,0.9055,10.0,1.345095,0.0451,0.003,0.005,0.0005,0.041
DLAGU5566B-190921,DLAGU5566,POZO ASIENTOS 1,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.2477222222,-102.0881388889,2021-09-15,109.65,329.0,81.8934,228.4,0.025,0.0015,0.9381,10.0,1.098265,0.0352,0.003,0.005,0.0005,0.005
DLAGU5567-100319,DLAGU5567,POZO PLUTARCO ELIAS CALLES,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.2136666667,-102.052,2019-03-04,122.55,421.0,55.9104,224.0,0.025,0.0015,1.425,10.0,1.385161,0.0179,0.003,0.005,0.0005,0.0435
DLAGU5568-100319,DLAGU5568,POZO TEPEZALA,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,TEPEZALÁ,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.21575,-102.1687777778,2019-03-04,248.325,909.0,361.0214,540.0,0.653,0.1732,1.766,10.0,0.02,0.0912,0.003,0.005,0.0005,0.005
DLAGU5569-100319,DLAGU5569,POZO PUERTO DE LA CONCEPCION,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.1939722222,-102.1249444444,2019-03-04,212.85,668.0,257.7869,394.0,0.0257,0.003,2.2963,10.0,0.836835,0.0457,0.003,0.005,0.0005,0.0251
DLAGU5570-100319,DLAGU5570,POZO ARROYO HONDO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,TEPEZALÁ,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.1876111111,-102.2126666667,2019-03-04,284.875,758.0,203.6736,498.0,0.5004,0.0015,1.5404,10.0,0.91941,0.0287,0.003,0.005,0.0005,0.0433
DLAGU5571-100319,DLAGU5571,POZO CALDERA,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.1616388889,-102.22225,2019-03-04,297.775,770.0,205.6704,470.0,0.025,0.0015,1.397,10.0,1.13103,0.0308,0.003,0.005,0.0005,0.0406
DLAGU5572-100319,DLAGU5572,POZO SAN JUAN DE LA NATURA,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.3551111111,-102.2268333333,2019-03-05,238.65,780.0,113.8176,368.0,0.8707,0.7379,0.9646,10.0,0.071829,0.1646,0.003,0.005,0.0005,0.005
DLAGU5573-100319,DLAGU5573,POZO 16 DE SEPTIEMBRE,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.3427777778,-102.2069444444,2019-03-05,369.8,992.0,197.6832,564.0,0.088,0.0021,1.0767,10.0,0.02,0.0348,0.003,0.005,0.0005,0.005
DLAGU5574-100319,DLAGU5574,POZO NUM. 5 RINCON DE ROMOS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.2221944444,-102.3246666667,2019-02-21,261.225,711.0,122.366,324.0,0.025,0.0015,1.5075,10.0,0.361201,0.0204,0.003,0.005,0.0005,0.005
DLAGU5575-100319,DLAGU5575,POZO CAÑADA HONDA,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,AGUASCALIENTES,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,21.9996388889,-102.2008333333,2019-02-21,241.875,604.0,188.564,432.0,0.2665,0.0046,0.968,63.0,5.977318,0.0141,0.003,0.005,0.0005,0.005
DLAGU5576-100319,DLAGU5576,POZO NUM 6 PARRAS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,AGUASCALIENTES,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.9150277778,-102.2816666667,2019-02-21,232.2,572.0,150.45,360.0,0.025,0.0015,1.3357,10.0,1.176677,0.0251,0.003,0.005,0.0005,0.005
DLAGU5576-050921,DLAGU5576,POZO NUM 6 PARRAS,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,AGUASCALIENTES,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.9150277778,-102.2816666667,2021-09-03,225.75,553.0,134.0,394.6,0.025,0.0015,1.2533,10.0,1.35541,0.0132,0.003,0.005,0.00057,0.005
DLAGU5577-100319,DLAGU5577,POZO JESUS GOMEZ PORTUGAL,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,JESÚS MARÍA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,21.9988916667,-102.2908333333,2019-02-21,254.775,587.0,166.498,368.0,0.0316,0.0015,1.2077,10.0,0.735673,0.0248,0.003,0.005,0.0005,0.005
DLAGU5578-100319,DLAGU5578,POZO SAN FRANCISCO DE LOS ROMO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,ACUÍFERO SAN FRANCISCO DE LOS ROMO,SUBTERRÁNEO,POZO,22.07944,-102.27547,2019-03-05,255.85,689.0,155.7504,432.0,0.025,0.0015,1.3381,10.0,1.105006,0.0292,0.003,0.005,0.0005,0.005
DLAGU5579-100319,DLAGU5579,POZO PABELLON DE ARTEGA,1410,LAGOS DE MORENO,LERMA SANTIAGO PACÍFICO,JALISCO,SAN JUAN DE LOS LAGOS,ACUÍFERO LAGOS DE MORENO,SUBTERRÁNEO,POZO,21.1491944444,-102.2768472222,2019-03-05,267.675,653.0,145.7664,410.0,0.025,0.0015,1.334,10.0,2.011732,0.037,0.003,0.005,0.0005,0.005
DLAGU5580-100319,DLAGU5580,POZO SAN JOSE DE GRACIA,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,SAN JOSé DE GRACIA,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.14971,-102.41801,2019-03-05,118.25,439.0,20.0,200.0,0.025,0.0015,6.2656,10.0,0.951517,0.0498,0.003,0.0194,0.0005,0.005
DLAGU6-190513,DLAGU6,POZO SAN GIL,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.20887,-102.0221,2013-05-17,225.5,800.0,242.4744,512.0,0.0309,0.0015,0.9608,1.0,4.0048,0.01,0.003,0.005,0.0005,0.005
DLAGU6-210216,DLAGU6,POZO SAN GIL,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.20887,-102.0221,2016-02-19,248.75,889.0,268.29,640.0,0.025,0.0015,0.860546,1.0,5.321347,0.01,0.003,0.005,0.0005,0.005
DLAGU6-110318,DLAGU6,POZO SAN GIL,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.20887,-102.0221,2018-03-08,220.8,827.0,230.1944,586.0,0.025,0.00165,0.8925,10.0,3.99143,0.02163,0.003,0.005,0.0005,0.005
DLAGU6-021218,DLAGU6,POZO SAN GIL,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.20887,-102.0221,2018-11-28,280.13,881.0,273.6206,700.0,0.025,0.00152,0.8711,10.0,6.406412,0.01537,0.003,0.005,0.0005,0.005
DLAGU6-160619,DLAGU6,POZO SAN GIL,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.20887,-102.0221,2019-06-11,239.68,850.0,242.2501,636.0,0.025,0.0015,0.8547,10.0,4.77498,0.0347,0.003,0.005,0.0005,0.005
DLAGU6-260720,DLAGU6,POZO SAN GIL,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,ASIENTOS,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,22.20887,-102.0221,2020-07-23,229.99,940.0,213.732,603.6,0.0891,0.0015,0.9766,10.0,4.184656,0.0161,0.003,0.005,0.0005,0.005
DLAGU6516-111020,DLAGU6516,POZO R013 CAÑADA HONDA,102,VALLE DE CHICALOTE,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,AGUASCALIENTES,ACUÍFERO VALLE DE CHICALOTE,SUBTERRÁNEO,POZO,21.99958,-102.20075,2020-10-09,231.99,608.0,185.0514,445.4,0.025,0.0015,0.9298,10.0,5.75011,0.0134,0.003,0.005,0.0005,0.005
DLAGU7-270714,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2014-07-22,202.1,490.0,116.0,346.0,0.025,0.0015,1.74,31.0,1.295,0.0371,0.003,0.005,0.00178,0.005
DLAGU7-280615,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2015-07-01,207.58,533.0,114.16,360.0,0.025,0.0015,1.648215,1.0,1.3156,0.032,0.003,0.005,0.0005,0.005
DLAGU7-140216,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2016-02-11,202.01,543.0,110.31,340.0,0.03293,0.0015,1.744504,1.0,1.276257,0.01,0.003,0.005,0.0005,0.005
DLAGU7-090717,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2017-07-14,204.92,522.0,110.5164,352.0,0.025,0.0015,1.5234,10.0,1.402616,0.0448,0.003,0.005,0.0005,0.005
DLAGU7-110318,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2018-03-08,194.88,536.0,107.294,338.0,0.025,0.0015,1.8413,10.0,1.399418,0.04195,0.003,0.005,0.0005,0.005
DLAGU7-021218,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2018-11-26,224.54,536.0,110.6336,348.0,0.2844,0.0015,1.7815,10.0,0.87985,0.0364,0.003,0.005,0.0005,0.005
DLAGU7-160619,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2019-06-12,210.79,544.0,104.7518,324.0,0.025,0.0015,1.7592,10.0,1.366926,0.0488,0.003,0.005,0.0005,0.005
DLAGU7-260720,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2020-07-26,204.92,532.0,120.719,342.0,0.025,0.0015,1.8045,10.0,1.449803,0.037,0.003,0.005,0.0005,0.005
DLAGU7-050921,DLAGU7,POZO COSIO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,COSÍO,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.36685,-102.28801,2021-09-03,210.7,525.0,118.0,355.0,0.025,0.0015,1.7326,10.0,1.355375,0.0306,0.003,0.005,0.0005,0.005
DLAGU9-190513,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2013-05-17,322.875,668.0,192.44,427.52,0.0306,0.0015,1.1345,1.0,1.2468,0.01,0.003,0.005,0.0005,0.005
DLAGU9-270714,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2014-07-22,333.3,695.0,190.0,506.0,0.025,0.0019,1.067,10.0,1.113,0.0167,0.003,0.005,0.0005,0.005
DLAGU9-280615,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2015-07-01,333.68,698.0,196.27,500.0,0.025,0.0015,0.998688,1.0,1.0241,0.0175,0.003,0.005,0.0005,0.005
DLAGU9-210216,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2016-02-19,330.34,722.0,194.56,476.0,0.025,0.0015,1.072213,1.0,1.16425,0.01,0.003,0.005,0.0005,0.005
DLAGU9-090717,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2017-07-14,328.09,677.0,194.427,506.0,0.025,0.0015,0.921,2613.0,1.195811,0.0226,0.003,0.0051,0.0005,0.005
DLAGU9-110318,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2018-03-08,304.32,694.0,185.326,476.0,0.025,0.0015,1.096,10.0,1.260054,0.02318,0.003,0.005,0.0005,0.005
DLAGU9-021218,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2018-11-26,355.34,722.0,197.56,1004.0,0.0362,0.0015,1.1024,10.0,0.682276,0.0193,0.003,0.005,0.0005,0.005
DLAGU9-160619,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2019-06-12,329.56,691.0,177.6873,460.0,0.1752,0.0015,1.1348,10.0,1.253621,0.0337,0.003,0.005,0.0005,0.005
DLAGU9-260720,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2020-07-26,327.0,686.0,199.879,478.6,0.025,0.0015,1.1229,10.0,1.258597,0.0154,0.003,0.005,0.0005,0.005
DLAGU9-050921,DLAGU9,POZO EL SALITRILLO,101,VALLE DE AGUASCALIENTES,LERMA SANTIAGO PACÍFICO,AGUASCALIENTES,RINCÓN DE ROMOS,ACUÍFERO VALLE DE AGUASCALIENTES,SUBTERRÁNEO,POZO,22.18435,-102.29449,2021-09-03,322.5,673.0,190.0,484.0,0.025,0.0015,1.1035,10.0,1.217116,0.0181,0.003,0.005,0.0005,0.005
DLBAJ107-090815,DLBAJ107,RANCHO EL TECOLOTE,313,TODOS SANTOS,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO TODOS SANTOS,SUBTERRÁNEO,POZO,23.45138,-110.2448,2015-08-09,277.61,1560.0,559.81,1016.0,0.025,0.0015,0.231602,1.0,14.329222,0.01,0.003,0.005,0.0005,0.005
DLBAJ107-240716,DLBAJ107,RANCHO EL TECOLOTE,313,TODOS SANTOS,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO TODOS SANTOS,SUBTERRÁNEO,POZO,23.45138,-110.2448,2016-07-22,284.04,2060.0,652.92,1324.0,0.0623,0.0015,0.223,327.0,9.575366,0.01,0.003,0.005,0.0005,0.005
